Date,Time,Weather,Parking
Tuesday,0715 - 0730,sunny,Spot D
Tuesday,0730 - 0745,sunny,Spot D
Tuesday,0745 - 0800,sunny,Spot D
Tuesday,0800 - 0815,sunny,Spot D
Tuesday,0815 - 0830,sunny,Spot D
Tuesday,0830 - 0845,sunny,Spot D
Tuesday,0845 - 0900,sunny,Spot D
Wednesday,0700 - 0715,cloudy,Spot D
Wednesday,0715 - 0730,cloudy,Spot D
Wednesday,0730 - 0745,cloudy,Spot D
Wednesday,0745 - 0800,cloudy,Spot D
Wednesday,0800 - 0815,cloudy,Spot D
Wednesday,0815 - 0830,cloudy,Spot D
Wednesday,0830 - 0845,cloudy,Spot D
Wednesday,0845 - 0900,cloudy,Spot D
Thursday,0700 - 0715,sunny,Spot D
Thursday,0715 - 0730,sunny,Spot D
Thursday,0730 - 0745,sunny,Spot D
Thursday,0745 - 0800,sunny,Spot D
Thursday,0800 - 0815,sunny,Spot D
Thursday,0815 - 0830,sunny,Spot D
Thursday,0830 - 0845,sunny,Spot D
Thursday,0845 - 0900,sunny,Spot D
Friday,0700 - 0715,sunny,Spot D
Friday,0715 - 0730,sunny,Spot D
Friday,0730 - 0745,sunny,Spot D
Friday,0745 - 0800,sunny,Spot D
Friday,0800 - 0815,sunny,Spot D
Friday,0815 - 0830,sunny,Spot D
Friday,0830 - 0845,sunny,Spot D
Friday,0845 - 0900,sunny,Spot D
Saturday,0700 - 0715,cloudy,Spot D
Saturday,0715 - 0730,cloudy,Spot D
Saturday,0730 - 0745,cloudy,Spot D
Saturday,0745 - 0800,cloudy,Spot D
Saturday,0800 - 0815,cloudy,Spot D
Saturday,0815 - 0830,cloudy,Spot D
Saturday,0830 - 0845,cloudy,Spot D
Saturday,0845 - 0900,cloudy,Spot D
Sunday,0700 - 0715,cloudy,Spot D
Sunday,0715 - 0730,cloudy,Spot D
Sunday,0730 - 0745,cloudy,Spot D
Sunday,0745 - 0800,cloudy,Spot D
Sunday,0800 - 0815,cloudy,Spot D
Sunday,0815 - 0830,cloudy,Spot D
Sunday,0830 - 0845,cloudy,Spot D
Sunday,0845 - 0900,cloudy,Spot D
Monday,0700 - 0715,sunny,Spot D
Monday,0715 - 0730,sunny,Spot D
Monday,0730 - 0745,sunny,Spot D
Monday,0745 - 0800,sunny,Spot D
Monday,0800 - 0815,sunny,Spot D
Monday,0815 - 0830,sunny,Spot D
Monday,0830 - 0845,sunny,Spot D
Monday,0845 - 0900,sunny,Spot D
Tuesday,0700 - 0715,rainy,Spot D
Tuesday,0715 - 0730,rainy,Spot D
Tuesday,0730 - 0745,rainy,Spot D
Tuesday,0745 - 0800,rainy,Spot D
Tuesday,0800 - 0815,rainy,Spot D
Tuesday,0815 - 0830,rainy,Spot D
Tuesday,0830 - 0845,rainy,Spot D
Tuesday,0845 - 0900,rainy,Spot D
